eV_,TotalSpec_NEXAFS,E_55,ZnPc_55
307.69384692,1.7724534e+09,,
307.71385693,1.7705942e+09,,
307.73386693,1.7687552e+09,,
307.75387694,1.7669366e+09,,
307.77388694,1.7651382e+09,,
307.79389695,1.7633603e+09,,
307.81390695,1.7616031e+09,,
307.83391696,1.7598662e+09,,
307.85392696,1.7581499e+09,,
307.87393697,1.7564541e+09,,
307.89394697,1.7547789e+09,,
307.91395698,1.7531244e+09,,
307.93396698,1.7514903e+09,,
307.95397699,1.7498769e+09,,
307.97398699,1.7482842e+09,,
307.993997,1.7467118e+09,,
308.014007,1.7451602e+09,,
308.03401701,1.7436293e+09,,
308.05402701,1.7421188e+09,,
308.07403702,1.740629e+09,,
308.09404702,1.7391596e+09,,
308.11405703,1.737711e+09,,
308.13406703,1.7362829e+09,,
308.15407704,1.7348751e+09,,
308.17408704,1.7334877e+09,,
308.19409705,1.732121e+09,,
308.21410705,1.7307745e+09,,
308.23411706,1.7294484e+09,,
308.25412706,1.7281427e+09,,
308.27413707,1.7268573e+09,,
308.29414707,1.7255923e+09,,
308.31415708,1.7243473e+09,,
308.33416708,1.7231224e+09,,
308.35417709,1.7219176e+09,,
308.37418709,1.7207328e+09,,
308.3941971,1.719568e+09,,
308.4142071,1.7184232e+09,,
308.43421711,1.717298e+09,,
308.45422711,1.7161928e+09,,
308.47423712,1.7151073e+09,,
308.49424712,1.7140413e+09,,
308.51425713,1.7129948e+09,,
308.53426713,1.711968e+09,,
308.55427714,1.7109605e+09,,
308.57428714,1.7099722e+09,,
308.59429715,1.7090031e+09,,
308.61430715,1.7080532e+09,,
308.63431716,1.7071223e+09,,
308.65432716,1.7062104e+09,,
308.67433717,1.7053172e+09,,
308.69434717,1.7044429e+09,,
308.71435718,1.7035872e+09,,
308.73436718,1.70275e+09,,
308.75437719,1.7019313e+09,,
308.77438719,1.7011308e+09,,
308.7943972,1.7003484e+09,,
308.8144072,1.6995844e+09,,
308.83441721,1.698838e+09,,
308.85442721,1.6981098e+09,,
308.87443722,1.6973992e+09,,
308.89444722,1.6967063e+09,,
308.91445723,1.6960306e+09,,
308.93446723,1.6953725e+09,,
308.95447724,1.6947318e+09,,
308.97448724,1.6941079e+09,,
308.99449725,1.6935012e+09,,
309.01450725,1.6929111e+09,,
309.03451726,1.6923379e+09,,
309.05452726,1.6917811e+09,,
309.07453727,1.6912408e+09,,
309.09454727,1.6907169e+09,,
309.11455728,1.690209e+09,,
309.13456728,1.6897171e+09,,
309.15457729,1.6892411e+09,,
309.17458729,1.6887808e+09,,
309.1945973,1.688336e+09,,
309.2146073,1.6879066e+09,,
309.23461731,1.6874925e+09,,
309.25462731,1.6870934e+09,,
309.27463732,1.6867092e+09,,
309.29464732,1.6863401e+09,,
309.31465733,1.6859853e+09,,
309.33466733,1.6856449e+09,,
309.35467734,1.685319e+09,,
309.37468734,1.685007e+09,,
309.39469735,1.6847091e+09,,
309.41470735,1.6844251e+09,,
309.43471736,1.6841546e+09,,
309.45472736,1.6838976e+09,,
309.47473737,1.6836539e+09,,
309.49474737,1.6834234e+09,,
309.51475738,1.6832058e+09,,
309.53476738,1.6830008e+09,,
309.55477739,1.6828087e+09,,
309.57478739,1.6826289e+09,,
309.5947974,1.6824612e+09,,
309.6148074,1.6823057e+09,,
309.63481741,1.682162e+09,,
309.65482741,1.6820303e+09,,
309.67483742,1.68191e+09,,
309.69484742,1.681801e+09,,
309.71485743,1.6817032e+09,,
309.73486743,1.6816165e+09,,
309.75487744,1.6815406e+09,,
309.77488744,1.6814752e+09,,
309.79489745,1.6814203e+09,,
309.81490745,1.6813757e+09,,
309.83491746,1.6813412e+09,,
309.85492746,1.6813166e+09,,
309.87493747,1.6813016e+09,,
309.89494747,1.6812964e+09,,
309.91495748,1.6813002e+09,,
309.93496748,1.6813134e+09,,
309.95497749,1.6813356e+09,,
309.97498749,1.6813664e+09,,
309.9949975,1.6814057e+09,,
310.0150075,1.6814537e+09,,
310.03501751,1.6815098e+09,,
310.05502751,1.6815739e+09,,
310.07503752,1.6816457e+09,,
310.09504752,1.6817254e+09,,
310.11505753,1.6818125e+09,,
310.13506753,1.6819067e+09,,
310.15507754,1.6820081e+09,,
310.17508754,1.6821164e+09,,
310.19509755,1.6822313e+09,,
310.21510755,1.6823528e+09,,
310.23511756,1.6824806e+09,,
310.25512756,1.6826145e+09,,
310.27513757,1.6827543e+09,,
310.29514757,1.6829e+09,,
310.31515758,1.6830511e+09,,
310.33516758,1.6832078e+09,,
310.35517759,1.6833695e+09,,
310.37518759,1.6835363e+09,,
310.3951976,1.6837076e+09,,
310.4152076,1.6838839e+09,,
310.43521761,1.6840644e+09,,
310.45522761,1.6842493e+09,,
310.47523762,1.6844381e+09,,
310.49524762,1.6846308e+09,,
310.51525763,1.6848274e+09,,
310.53526763,1.6850272e+09,,
310.55527764,1.6852305e+09,,
310.57528764,1.6854367e+09,,
310.59529765,1.6856461e+09,,
310.61530765,1.6858582e+09,,
310.63531766,1.6860727e+09,,
310.65532766,1.6862897e+09,,
310.67533767,1.6865089e+09,,
310.69534767,1.6867301e+09,,
310.71535768,1.6869531e+09,,
310.73536768,1.6871779e+09,,
310.75537769,1.687404e+09,,
310.77538769,1.6876316e+09,,
310.7953977,1.6878601e+09,,
310.8154077,1.6880896e+09,,
310.83541771,1.68832e+09,,
310.85542771,1.6885509e+09,,
310.87543772,1.6887821e+09,,
310.89544772,1.6890138e+09,,
310.91545773,1.6892454e+09,,
310.93546773,1.6894769e+09,,
310.95547774,1.6897079e+09,,
310.97548774,1.6899388e+09,,
310.99549775,1.6901688e+09,,
311.01550775,1.6903982e+09,,
311.03551776,1.6906266e+09,,
311.05552776,1.6908536e+09,,
311.07553777,1.6910797e+09,,
311.09554777,1.6913039e+09,,
311.11555778,1.6915268e+09,,
311.13556778,1.6917477e+09,,
311.15557779,1.6919667e+09,,
311.17558779,1.6921837e+09,,
311.1955978,1.6923983e+09,,
311.2156078,1.6926106e+09,,
311.23561781,1.69282e+09,,
311.25562781,1.6930268e+09,,
311.27563782,1.6932306e+09,,
311.29564782,1.6934314e+09,,
311.31565783,1.6936289e+09,,
311.33566783,1.693823e+09,,
311.35567784,1.6940136e+09,,
311.37568784,1.6942006e+09,,
311.39569785,1.6943835e+09,,
311.41570785,1.6945626e+09,,
311.43571786,1.6947374e+09,,
311.45572786,1.6949082e+09,,
311.47573787,1.6950743e+09,,
311.49574787,1.695236e+09,,
311.51575788,1.6953928e+09,,
311.53576788,1.6955448e+09,,
311.55577789,1.6956918e+09,,
311.57578789,1.6958337e+09,,
311.5957979,1.6959703e+09,,
311.6158079,1.6961014e+09,,
311.63581791,1.6962271e+09,,
311.65582791,1.6963469e+09,,
311.67583792,1.6964609e+09,,
311.69584792,1.6965691e+09,,
311.71585793,1.696671e+09,,
311.73586793,1.6967668e+09,,
311.75587794,1.6968563e+09,,
311.77588794,1.6969394e+09,,
311.79589795,1.6970158e+09,,
311.81590795,1.6970853e+09,,
311.83591796,1.6971483e+09,,
311.85592796,1.6972041e+09,,
311.87593797,1.6972527e+09,,
311.89594797,1.6972943e+09,,
311.91595798,1.6973286e+09,,
311.93596798,1.6973554e+09,,
311.95597799,1.6973747e+09,,
311.97598799,1.6973864e+09,,
311.995998,1.6973901e+09,,
312.016008,1.697386e+09,,
312.03601801,1.6973738e+09,,
312.05602801,1.6973537e+09,,
312.07603802,1.6973253e+09,,
312.09604802,1.6972887e+09,,
312.11605803,1.6972436e+09,,
312.13606803,1.6971899e+09,,
312.15607804,1.6971277e+09,,
312.17608804,1.6970565e+09,,
312.19609805,1.6969768e+09,,
312.21610805,1.6968881e+09,,
312.23611806,1.6967904e+09,,
312.25612806,1.6966835e+09,,
312.27613807,1.6965676e+09,,
312.29614807,1.6964422e+09,,
312.31615808,1.6963075e+09,,
312.33616808,1.6961633e+09,,
312.35617809,1.6960099e+09,,
312.37618809,1.6958465e+09,,
312.3961981,1.6956735e+09,,
312.4162081,1.6954906e+09,,
312.43621811,1.6952979e+09,,
312.45622811,1.6950953e+09,,
312.47623812,1.6948826e+09,,
312.49624812,1.6946598e+09,,
312.51625813,1.6944269e+09,,
312.53626813,1.6941834e+09,,
312.55627814,1.69393e+09,,
312.57628814,1.6936659e+09,,
312.59629815,1.6933915e+09,,
312.61630815,1.6931067e+09,,
312.63631816,1.692811e+09,,
312.65632816,1.6925047e+09,,
312.67633817,1.6921876e+09,,
312.69634817,1.69186e+09,,
312.71635818,1.6915213e+09,,
312.73636818,1.6911718e+09,,
312.75637819,1.6908113e+09,,
312.77638819,1.6904397e+09,,
312.7963982,1.6900572e+09,,
312.8164082,1.6896634e+09,,
312.83641821,1.6892584e+09,,
312.85642821,1.6888421e+09,,
312.87643822,1.6884147e+09,,
312.89644822,1.6879759e+09,,
312.91645823,1.6875256e+09,,
312.93646823,1.6870642e+09,,
312.95647824,1.6865908e+09,,
312.97648824,1.6861064e+09,,
312.99649825,1.6856102e+09,,
313.01650825,1.6851025e+09,,
313.03651826,1.6845829e+09,,
313.05652826,1.6840518e+09,,
313.07653827,1.6835091e+09,,
313.09654827,1.6829545e+09,,
313.11655828,1.6823882e+09,,
313.13656828,1.68181e+09,,
313.15657829,1.6812201e+09,,
313.17658829,1.6806182e+09,,
313.1965983,1.6800046e+09,,
313.2166083,1.6793789e+09,,
313.23661831,1.6787414e+09,,
313.25662831,1.6780918e+09,,
313.27663832,1.6774303e+09,,
313.29664832,1.6767565e+09,,
313.31665833,1.676071e+09,,
313.33666833,1.6753733e+09,,
313.35667834,1.6746634e+09,,
313.37668834,1.6739418e+09,,
313.39669835,1.6732078e+09,,
313.41670835,1.6724617e+09,,
313.43671836,1.6717034e+09,,
313.45672836,1.6709332e+09,,
313.47673837,1.6701508e+09,,
313.49674837,1.669356e+09,,
313.51675838,1.6685492e+09,,
313.53676838,1.6677302e+09,,
313.55677839,1.6668991e+09,,
313.57678839,1.6660557e+09,,
313.5967984,1.6652001e+09,,
313.6168084,1.6643325e+09,,
313.63681841,1.6634524e+09,,
313.65682841,1.6625604e+09,,
313.67683842,1.6616561e+09,,
313.69684842,1.6607396e+09,,
313.71685843,1.6598109e+09,,
313.73686843,1.65887e+09,,
313.75687844,1.6579172e+09,,
313.77688844,1.6569518e+09,,
313.79689845,1.6559744e+09,,
313.81690845,1.654985e+09,,
313.83691846,1.6539834e+09,,
313.85692846,1.6529697e+09,,
313.87693847,1.6519439e+09,,
313.89694847,1.6509059e+09,,
313.91695848,1.649856e+09,,
313.93696848,1.6487939e+09,,
313.95697849,1.6477197e+09,,
313.97698849,1.6466336e+09,,
313.9969985,1.6455355e+09,,
314.0170085,1.6444253e+09,,
314.03701851,1.6433032e+09,,
314.05702851,1.6421691e+09,,
314.07703852,1.6410231e+09,,
314.09704852,1.6398652e+09,,
314.11705853,1.6386954e+09,,
314.13706853,1.637514e+09,,
314.15707854,1.6363206e+09,,
314.17708854,1.6351154e+09,,
314.19709855,1.6338984e+09,,
314.21710855,1.6326697e+09,,
314.23711856,1.6314294e+09,,
314.25712856,1.6301774e+09,,
314.27713857,1.6289137e+09,,
314.29714857,1.6276384e+09,,
314.31715858,1.6263515e+09,,
314.33716858,1.6250532e+09,,
314.35717859,1.6237432e+09,,
314.37718859,1.622422e+09,,
314.3971986,1.6210893e+09,,
314.4172086,1.6197452e+09,,
314.43721861,1.6183898e+09,,
314.45722861,1.617023e+09,,
314.47723862,1.6156451e+09,,
314.49724862,1.6142559e+09,,
314.51725863,1.6128556e+09,,
314.53726863,1.611444e+09,,
314.55727864,1.6100216e+09,,
314.57728864,1.6085879e+09,,
314.59729865,1.6071434e+09,,
314.61730865,1.6056878e+09,,
314.63731866,1.6042216e+09,,
314.65732866,1.6027443e+09,,
314.67733867,1.6012562e+09,,
314.69734867,1.5997576e+09,,
314.71735868,1.5982482e+09,,
314.73736868,1.5967281e+09,,
314.75737869,1.5951974e+09,,
314.77738869,1.5936563e+09,,
314.7973987,1.5921046e+09,,
314.8174087,1.5905427e+09,,
314.83741871,1.5889702e+09,,
314.85742871,1.5873875e+09,,
314.87743872,1.5857947e+09,,
314.89744872,1.5841915e+09,,
314.91745873,1.5825782e+09,,
314.93746873,1.5809548e+09,,
314.95747874,1.5793215e+09,,
314.97748874,1.5776783e+09,,
314.99749875,1.5760251e+09,,
315.01750875,1.5743621e+09,,
315.03751876,1.5726894e+09,,
315.05752876,1.571007e+09,,
315.07753877,1.5693149e+09,,
315.09754877,1.5676132e+09,,
315.11755878,1.5659021e+09,,
315.13756878,1.5641814e+09,,
315.15757879,1.5624516e+09,,
315.17758879,1.5607122e+09,,
315.1975988,1.5589638e+09,,
315.2176088,1.557206e+09,,
315.23761881,1.5554394e+09,,
315.25762881,1.5536636e+09,,
315.27763882,1.5518789e+09,,
315.29764882,1.5500851e+09,,
315.31765883,1.5482826e+09,,
315.33766883,1.5464714e+09,,
315.35767884,1.5446516e+09,,
315.37768884,1.5428232e+09,,
315.39769885,1.5409861e+09,,
315.41770885,1.5391406e+09,,
315.43771886,1.5372868e+09,,
315.45772886,1.5354245e+09,,
315.47773887,1.5335542e+09,,
315.49774887,1.5316755e+09,,
315.51775888,1.5297889e+09,,
315.53776888,1.5278943e+09,,
315.55777889,1.5259917e+09,,
315.57778889,1.5240813e+09,,
315.5977989,1.5221629e+09,,
315.6178089,1.5202372e+09,,
315.63781891,1.5183035e+09,,
315.65782891,1.5163625e+09,,
315.67783892,1.514414e+09,,
315.69784892,1.5124581e+09,,
315.71785893,1.5104948e+09,,
315.73786893,1.5085243e+09,,
315.75787894,1.5065468e+09,,
315.77788894,1.5045622e+09,,
315.79789895,1.5025704e+09,,
315.81790895,1.5005719e+09,,
315.83791896,1.4985665e+09,,
315.85792896,1.4965546e+09,,
315.87793897,1.4945357e+09,,
315.89794897,1.4925105e+09,,
315.91795898,1.4904787e+09,,
315.93796898,1.4884406e+09,,
315.95797899,1.4863962e+09,,
315.97798899,1.4843453e+09,,
315.997999,1.4822884e+09,,
316.018009,1.4802255e+09,,
316.03801901,1.4781565e+09,,
316.05802901,1.4760818e+09,,
316.07803902,1.4740012e+09,,
316.09804902,1.4719148e+09,,
316.11805903,1.4698228e+09,,
316.13806903,1.4677253e+09,,
316.15807904,1.4656224e+09,,
316.17808904,1.4635141e+09,,
316.19809905,1.4614003e+09,,
316.21810905,1.4592815e+09,,
316.23811906,1.4571576e+09,,
316.25812906,1.4550287e+09,,
316.27813907,1.4528947e+09,,
316.29814907,1.4507561e+09,,
316.31815908,1.4486126e+09,,
316.33816908,1.4464644e+09,,
316.35817909,1.4443116e+09,,
316.37818909,1.4421542e+09,,
316.3981991,1.4399927e+09,,
316.4182091,1.4378267e+09,,
316.43821911,1.4356566e+09,,
316.45822911,1.4334822e+09,,
316.47823912,1.4313038e+09,,
316.49824912,1.4291217e+09,,
316.51825913,1.4269353e+09,,
316.53826913,1.4247455e+09,,
316.55827914,1.4225518e+09,,
316.57828914,1.4203546e+09,,
316.59829915,1.4181539e+09,,
316.61830915,1.4159497e+09,,
316.63831916,1.4137422e+09,,
316.65832916,1.4115315e+09,,
316.67833917,1.4093176e+09,,
316.69834917,1.4071009e+09,,
316.71835918,1.404881e+09,,
316.73836918,1.4026583e+09,,
316.75837919,1.4004328e+09,,
316.77838919,1.3982047e+09,,
316.7983992,1.3959739e+09,,
316.8184092,1.3937407e+09,,
316.83841921,1.391505e+09,,
316.85842921,1.3892671e+09,,
316.87843922,1.3870268e+09,,
316.89844922,1.3847845e+09,,
316.91845923,1.3825402e+09,,
316.93846923,1.3802939e+09,,
316.95847924,1.3780457e+09,,
316.97848924,1.3757957e+09,,
316.99849925,1.3735442e+09,,
317.01850925,1.371291e+09,,
317.03851926,1.3690363e+09,,
317.05852926,1.3667802e+09,,
317.07853927,1.3645228e+09,,
317.09854927,1.3622642e+09,,
317.11855928,1.3600045e+09,,
317.13856928,1.3577437e+09,,
317.15857929,1.355482e+09,,
317.17858929,1.3532195e+09,,
317.1985993,1.3509562e+09,,
317.2186093,1.3486922e+09,,
317.23861931,1.3464276e+09,,
317.25862931,1.3441626e+09,,
317.27863932,1.3418972e+09,,
317.29864932,1.3396316e+09,,
317.31865933,1.3373655e+09,,
317.33866933,1.3350996e+09,,
317.35867934,1.3328335e+09,,
317.37868934,1.3305676e+09,,
317.39869935,1.3283017e+09,,
317.41870935,1.3260361e+09,,
317.43871936,1.3237709e+09,,
317.45872936,1.321506e+09,,
317.47873937,1.3192417e+09,,
317.49874937,1.316978e+09,,
317.51875938,1.3147151e+09,,
317.53876938,1.3124529e+09,,
317.55877939,1.3101916e+09,,
317.57878939,1.3079313e+09,,
317.5987994,1.3056721e+09,,
317.6188094,1.3034139e+09,,
317.63881941,1.301157e+09,,
317.65882941,1.2989015e+09,,
317.67883942,1.2966473e+09,,
317.69884942,1.2943948e+09,,
317.71885943,1.2921437e+09,,
317.73886943,1.2898944e+09,,
317.75887944,1.2876468e+09,,
317.77888944,1.2854011e+09,,
317.79889945,1.2831575e+09,,
317.81890945,1.2809157e+09,,
317.83891946,1.2786762e+09,,
317.85892946,1.2764389e+09,,
317.87893947,1.2742039e+09,,
317.89894947,1.2719713e+09,,
317.91895948,1.2697412e+09,,
317.93896948,1.2675136e+09,,
317.95897949,1.2652887e+09,,
317.97898949,1.2630665e+09,,
317.9989995,1.2608471e+09,,
318.0190095,1.2586308e+09,,
318.03901951,1.2564173e+09,,
318.05902951,1.254207e+09,,
318.07903952,1.2519999e+09,,
318.09904952,1.249796e+09,,
318.11905953,1.2475955e+09,,
318.13906953,1.2453984e+09,,
318.15907954,1.2432047e+09,,
318.17908954,1.2410148e+09,,
318.19909955,1.2388285e+09,,
318.21910955,1.2366459e+09,,
318.23911956,1.2344673e+09,,
318.25912956,1.2322926e+09,,
318.27913957,1.2301219e+09,,
318.29914957,1.2279552e+09,,
318.31915958,1.2257929e+09,,
318.33916958,1.2236348e+09,,
318.35917959,1.221481e+09,,
318.37918959,1.2193316e+09,,
318.3991996,1.2171869e+09,,
318.4192096,1.2150465e+09,,
318.43921961,1.2129108e+09,,
318.45922961,1.2107762e+09,,
318.47923962,1.2086415e+09,,
318.49924962,1.2065068e+09,,
318.51925963,1.2043721e+09,,
318.53926963,1.2022373e+09,,
318.55927964,1.2001027e+09,,
318.57928964,1.1979679e+09,,
318.59929965,1.1958332e+09,,
318.61930965,1.1936984e+09,,
318.63931966,1.1915639e+09,,
318.65932966,1.1894291e+09,,
318.67933967,1.1872945e+09,,
318.69934967,1.1851597e+09,,
318.71935968,1.1830252e+09,,
318.73936968,1.1808904e+09,,
318.75937969,1.1787556e+09,,
318.77938969,1.1766209e+09,,
318.7993997,1.1744863e+09,,
318.8194097,1.1723515e+09,,
318.83941971,1.1702168e+09,,
318.85942971,1.1680822e+09,,
318.87943972,1.1659474e+09,,
318.89944972,1.1638127e+09,,
318.91945973,1.1616781e+09,,
318.93946973,1.1595433e+09,,
318.95947974,1.1574086e+09,,
318.97948974,1.155274e+09,,
318.99949975,1.1531392e+09,,
319.01950975,1.1510045e+09,,
319.03951976,1.1488699e+09,,
319.05952976,1.1467352e+09,,
319.07953977,1.1446004e+09,,
319.09954977,1.1424658e+09,,
319.11955978,1.140331e+09,,
319.13956978,1.1381964e+09,,
319.15957979,1.1360617e+09,,
319.17958979,1.1339269e+09,,
319.1995998,1.1317921e+09,,
319.2196098,1.1296576e+09,,
319.23961981,1.1275228e+09,,
319.25962981,1.1253882e+09,,
319.27963982,1.1232534e+09,,
319.29964982,1.1211188e+09,,
319.31965983,1.1189839e+09,,
319.33966983,1.1168494e+09,,
319.35967984,1.1147146e+09,,
319.37968984,1.11258e+09,,
319.39969985,1.1104452e+09,,
319.41970985,1.1083105e+09,,
319.43971986,1.1061759e+09,,
319.45972986,1.1040411e+09,,
319.47973987,1.1019064e+09,,
319.49974987,1.0997718e+09,,
319.51975988,1.0976371e+09,,
319.53976988,1.0955023e+09,,
319.55977989,1.0933677e+09,,
319.57978989,1.0912329e+09,,
319.5997999,1.0890982e+09,,
319.6198099,1.0869636e+09,,
319.63981991,1.0848288e+09,,
319.65982991,1.0826941e+09,,
319.67983992,1.0805595e+09,,
319.69984992,1.0784247e+09,,
319.71985993,1.07629e+09,,
319.73986993,1.0741554e+09,,
319.75987994,1.0720207e+09,,
319.77988994,1.069886e+09,,
319.79989995,1.0677513e+09,,
319.81990995,1.0656166e+09,,
319.83991996,1.0634818e+09,,
319.85992996,1.0613471e+09,,
319.87993997,1.0592125e+09,,
319.89994997,1.0570778e+09,,
319.91995998,1.0549431e+09,,
319.93996998,1.0528084e+09,,
319.95997999,1.0506737e+09,,
319.97998999,1.0485389e+09,,
320,1.0464043e+09,,
